header.stamp.sec,header.stamp.nanosec,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1690309709,285305600,map,base_link,0.8582466244697571,-0.1377161741256714,0.03212672472000122,-2.4888716709426883e-07,-0.018764735832238245,-0.09683011728217565,0.9951240157472429,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,385259008,map,base_link,0.860683798789978,-0.13351917266845703,0.03380227088928223,0.00023150405395030085,-0.018776858186142133,-0.09723896144912832,0.9950838991237082,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.024383103474974632,0.04198957979679108,0.016763271763920784,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,485205504,map,base_link,0.867929220199585,-0.13501836359500885,0.03609955310821533,0.00034150080686734096,-0.018842365611288662,-0.0970828813275213,0.9950979229051573,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.07249300181865692,-0.01499993447214365,0.022985119372606277,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,585157888,map,base_link,0.8589776754379272,-0.13214987516403198,0.03379368782043457,0.00012544219420209036,-0.018591417981754562,-0.0971653654473079,0.9950946210075059,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.08955808728933334,0.028698548674583435,-0.023069636896252632,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,685139200,map,base_link,0.8638640642166138,-0.1384018361568451,0.03260725736618042,0.00023877579423278356,-0.018744931408906033,-0.09693910358325859,0.9951137883331374,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.048873018473386765,-0.06253129243850708,-0.011866522021591663,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,785777664,map,base_link,0.8569142818450928,-0.1360655128955841,0.03381282091140747,0.0002280003172805769,-0.0183739503718391,-0.09709695284424469,0.9951052978524103,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.0690569207072258,0.02321501262485981,0.011979152448475361,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,885748736,map,base_link,0.8602244257926941,-0.1393650472164154,0.03284865617752075,0.0004668575466477197,-0.0189434327842443,-0.09702812316962776,0.9951012622281468,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.03311101719737053,-0.033004891127347946,-0.009644437581300735,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309709,985746176,map,base_link,0.8590145111083984,-0.13290676474571228,0.0324091911315918,2.012721472570361e-05,-0.018579233092050083,-0.0970702534635473,0.9951041073823906,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.01209945697337389,0.06458447873592377,-0.004394763149321079,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,85582848,map,base_link,0.8553476333618164,-0.13733825087547302,0.03490102291107178,0.0003366142463869509,-0.018617671799440145,-0.09717372104508455,0.9950932433417545,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.036728765815496445,-0.04438735917210579,0.024959083646535873,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,185535488,map,base_link,0.8603746891021729,-0.13852356374263763,0.032532691955566406,8.230802709132893e-05,-0.018631173096755972,-0.09716286271920337,0.9950941043830727,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.05029437690973282,-0.011858745478093624,-0.023694531992077827,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,285479936,map,base_link,0.8629052639007568,-0.13776132464408875,0.033108413219451904,0.00016629667090170623,-0.019003198055320428,-0.09712002471629344,0.9950912592002282,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.025319812819361687,0.007626627571880817,0.005760412663221359,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,385434880,map,base_link,0.8537300229072571,-0.13821977376937866,0.034110426902770996,0.00011552932094734262,-0.018592926865116873,-0.09724517733186348,0.9950867967391711,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.09179377555847168,-0.004586557857692242,0.010024653747677803,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,485391104,map,base_link,0.8601467609405518,-0.1381627917289734,0.032806217670440674,6.670428734684474e-05,-0.018692868359870184,-0.09699801026288081,0.9951090115107422,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.06419548392295837,0.0005700699985027313,-0.01304780412465334,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
1690309710,585328128,map,base_link,0.8541964888572693,-0.13104981184005737,0.035243451595306396,0.00015490557779553822,-0.018641602574292756,-0.09694387220110703,0.9951152558162909,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],-0.059540219604969025,0.07117462158203125,0.024387698620557785,0.0,0.0,0.0,[-1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0. -1.]
